Brand;Model;Vechime;Tip de combustibil;Tip de transmisie;Capacitatea motorului;Putere motor;KM;Pãr?i înlocuite;Pãr?i vopsite;Pre?
Opel;Astra;3;Benzinã;Manualã;1600;90;119300;0;1;122000
Opel;Corsa;1;Benzinã;Automatã;1400;150;97080;1;2;285000
Renault;Symbol;3;Motorinã;Manualã;1500;90;111322;1;1;121000
Volkswagen;VW;4;Benzinã;Automatã;1400;136;160400;0;1;117000
Renault;Symbol;3;Motorinã;Manualã;1500;90;145153;0;5;120900
Hyundai;Accent;5;Motorinã;Manualã;1600;136;201262;3;4;119900
Hyundai;i20;5;Motorinã;Manualã;1400;110;36140;0;4;251000
Hyundai;Accent;5;Motorinã;Manualã;1600;115;47109;1;2;293000
Renault;Megane;1;Motorinã;Automatã;1500;120;28415;0;0;366000
Volkswagen;Golf;1;Motorinã;Automatã;1600;95;104276;0;0;110000
Volkswagen;Passat;2;Motorinã;Automatã;1600;90;30109;0;0;179000
Fiat;Linea;3;Motorinã;Manualã;1200;95;101972;0;2;112000
Opel;Corsa;1;Benzinã;Automatã;1400;93;111912;0;0;127000
Fiat;Linea;3;Motorinã;Manualã;1200;75;156777;0;0;131000
Peugeot;301;3;Motorinã;Manualã;1600;110;81690;0;0;126750
Ford;Fiesta;4;Motorinã;Manualã;1500;120;85107;1;2;275000
Renault;Megane;7;Benzinã;Manualã;1600;105;105831;0;0;203500
Volkswagen;Passat;3;Motorinã;Automatã;1600;136;97548;0;0;185500
Skoda;Octavia;3;Motorinã;Automatã;1600;90;125422;0;2;121500
Opel;Astra;3;Motorinã;Automatã;1600;110;146542;0;1;187000
Hyundai;i20;3;Motorinã;Manualã;1400;138;0;0;1;367900
Volkswagen;Golf;4;Motorinã;Automatã;1600;90;138321;0;3;121500
Audi;A3;0;Benzinã;Automatã;1400;75;47000;0;0;114500
Opel;Astra;9;Motorinã;Manualã;1300;110;97773;0;0;188500
Renault;Symbol;4;Motorinã;Manualã;1500;70;9900;0;2;159000
Renault;Megane;3;Motorinã;Automatã;1500;138;84848;0;1;245900
Opel;Corsa;0;Benzinã;Manualã;1200;95;107862;0;0;126900
Volkswagen;VW;4;Benzinã;Automatã;1200;75;117250;0;2;129000
Fiat;Egea;3;Motorinã;Manualã;1200;75;96471;0;0;134750
Renault;Clio;3;Motorinã;Manualã;1500;110;28700;0;0;275500
Opel;Corsa;5;Motorinã;Manualã;1200;80;178000;0;0;66500
Renault;Megane;2;Motorinã;Automatã;1500;150;15074;0;0;405900
Nissan;Micra;12;Benzinã;Manualã;1200;99;64200;4;5;139900
Skoda;SuperB;1;Benzinã;Automatã;1500;100;97853;0;0;137000
Toyota;Corolla;5;Benzinã;Manualã;1300;90;96403;0;0;157000
Citroen;C-Elysee;2;Motorinã;Manualã;1600;80;182515;0;0;85500
Opel;Corsa;4;Benzinã;Automatã;1400;90;41860;0;5;160000
Nissan;Micra;9;Benzinã;Manualã;1200;75;51110;0;0;148000
Opel;Corsa;3;Benzinã;Automatã;1400;105;119200;0;2;182900
Renault;Clio;1;Motorinã;Manualã;1500;65;49988;0;0;99750
Volkswagen;Golf;7;Motorinã;Automatã;1600;88;65000;0;0;118000
Hyundai;i10;6;Benzinã;Manualã;1000;110;119000;1;0;232000
Opel;Corsa;8;Benzinã;Automatã;1200;99;40611;1;4;148000
Audi;A3;5;Motorinã;Automatã;1600;100;53256;0;2;110000
Toyota;Auris;5;Benzinã;Manualã;1300;95;67650;0;0;116750
Opel;Corsa;8;Benzinã;Manualã;1400;116;4000;2;3;347000
Opel;Corsa;7;Motorinã;Manualã;1200;124;49501;1;3;139900
Audi;A3;1;Motorinã;Automatã;1600;88;16864;0;0;149750
Toyota;Corolla;7;Benzinã;Manualã;1600;88;2000;0;0;189900
Citroen;C3;0;Benzinã;Manualã;1200;188;93552;0;0;585900
Suzuki;Swift;0;Benzinã;Automatã;1200;75;42700;0;0;147750
BMW;5;6;Motorinã;Automatã;1800;120;38113;0;1;325000
Renault;Clio;1;Motorinã;Manualã;1500;120;38025;1;0;325000
Volkswagen;Passat;2;Motorinã;Automatã;1600;194;16100;0;0;1200000
Volkswagen;Passat;2;Motorinã;Automatã;1600;136;157000;0;0;180000
Mercedes;E;0;Motorinã;Automatã;2000;95;167500;0;0;100000
Opel;Astra;4;Motorinã;Automatã;1600;170;1100;0;1;830000
Fiat;Linea;4;Motorinã;Manualã;1200;136;138487;1;2;139900
BMW;5;0;Benzinã;Automatã;1600;75;29000;0;0;148750
Hyundai;Accent;5;Motorinã;Automatã;1600;75;27550;0;0;145750
Renault;Clio;1;Motorinã;Manualã;1500;122;17000;0;1;271500
Dacia;Sandero;1;Motorinã;Manualã;1500;120;81500;0;0;186500
Toyota;Corolla;0;Benzinã;Automatã;1800;112;15285;0;0;145900
Ford;Focus;3;Motorinã;Automatã;1500;120;90536;1;0;184500
