Brand;Model;Vechime;Tip de combustibil;Tip de transmisie;Capacitatea motorului;Putere motor;KM;Pãr?i înlocuite;Pãr?i vopsite;Pre?
Nissan;Micra;12;Benzinã;Automatã;1200;88;198000;0;0;129500
Renault;Symbol;9;Motorinã;Manualã;1500;101;236000;0;0;55750
Renault;Fluence;8;Motorinã;Automatã;1400;65;295000;0;0;65500
Volkswagen;Bora;20;Benzinã;Manualã;1600;90;140000;0;0;69500
Renault;Clio;13;Motorinã;Manualã;1500;137;282000;0;0;41750
Renault;Symbol;6;Motorinã;Manualã;1500;65;281000;0;0;67500
Peugeot;406;20;Benzinã;Automatã;2000;113;185000;0;0;68250
Renault;Symbol;9;Motorinã;Manualã;1500;101;220000;0;0;44750
Chevrolet;Lacetti;11;Benzinã;Manualã;1400;65;245000;0;0;53500
Volkswagen;Bora;21;Benzinã;Manualã;1600;88;245000;0;0;59900
Toyota;Yaris;17;Benzinã;Manualã;1000;70;211000;0;0;71750
Renault;Megane;11;Motorinã;Manualã;1400;90;155000;0;0;138500
Ford;Fiesta;11;Motorinã;Manualã;1400;113;165000;0;0;115500
Renault;Megane;5;Motorinã;Manualã;1500;95;48100;0;0;131700
Renault;Megane;8;Motorinã;Automatã;1400;136;97000;0;4;149500
Fiat;Egea;1;Motorinã;Manualã;1200;115;300000;0;0;68750
Hyundai;Accent;4;Motorinã;Automatã;1600;125;199000;0;0;86000
Renault;Megane;16;Benzinã;Manualã;1600;115;283000;0;0;62750
Honda;Civic;14;Benzinã;Manualã;1600;107;210000;2;11;60000
Renault;Laguna;16;Benzinã;Manualã;1600;113;109000;0;3;308000
Renault;Megane;20;Benzinã;Automatã;1600;88;308000;0;2;34900
Mercedes;CLA;6;Motorinã;Automatã;1400;115;160000;0;1;110000
Toyota;Corolla;26;Benzinã;Manualã;1300;77;99000;0;0;99900
Opel;Zafira;11;Benzinã;Manualã;1600;115;303000;0;0;38750
Fiat;Punto;4;Benzinã;Manualã;1400;109;102000;0;0;95900
Opel;Vectra;26;Benzinã;Manualã;2000;115;233000;0;0;36750
Hyundai;i30;10;Benzinã;Manualã;1400;83;310000;0;0;34900
Opel;Vectra;24;Benzinã;Manualã;2000;88;235000;0;0;61900
Renault;R;22;Benzinã;Manualã;1400;88;30500;0;0;115000
Honda;Civic;23;Benzinã;Manualã;1200;110;100500;0;0;149500
Renault;Symbol;1;Benzinã;Manualã;1200;90;127000;0;0;162000
Renault;Fluence;4;Motorinã;Automatã;1500;90;162000;0;0;96750
Toyota;Auris;7;Motorinã;Manualã;1400;99;134000;0;0;125750
Renault;Symbol;5;Motorinã;Manualã;1500;95;87000;1;0;116750
Toyota;Corolla;3;Benzinã;Manualã;1300;113;232000;0;2;100000
Fiat;Egea;4;Benzinã;Manualã;1400;143;290000;0;0;89900
Honda;Civic;15;Benzinã;Manualã;1400;138;400000;0;0;47500
BMW;3;17;Benzinã;Automatã;2000;190;268000;0;0;459000
Mercedes;230;34;Benzinã;Automatã;2000;110;99041;0;0;149000
Audi;A6;5;Motorinã;Automatã;2000;88;12000;3;1;139500
Renault;Fluence;4;Motorinã;Automatã;1500;110;180000;2;5;66750
Fiat;Egea;0;Benzinã;Manualã;1200;75;17500;0;0;144900
Hyundai;Accent;13;Motorinã;Manualã;1500;102;130000;0;0;113900
Renault;Clio;1;Motorinã;Manualã;1500;120;134000;0;0;226000
Seat;Leon;11;Benzinã;Manualã;1600;88;30000;0;1;88900
Volkswagen;Passat;6;Motorinã;Automatã;1600;113;240000;0;2;125900
Renault;Symbol;1;Benzinã;Manualã;1200;90;103900;0;0;121000
Skoda;Octavia;7;Motorinã;Manualã;1400;136;180000;0;0;139500
Dacia;Lodgy;6;Motorinã;Manualã;1500;75;103000;0;2;131000
Hyundai;Accent;4;Motorinã;Manualã;1600;163;360000;0;0;52900
Renault;Clio;3;Motorinã;Manualã;1500;65;300000;0;0;52900
Honda;Accord;17;Benzinã;Automatã;1800;138;80000;0;0;150900
Renault;Symbol;10;Motorinã;Manualã;1500;88;4000;0;0;145000
Hyundai;i30;3;Motorinã;Manualã;1400;113;71500;0;0;117900
Renault;Clio;0;Benzinã;Manualã;1200;90;251000;0;0;72000
Fiat;Linea;6;Motorinã;Manualã;1400;110;285000;0;0;117500
Opel;Corsa;13;Motorinã;Manualã;1200;71;418725;0;0;45000
Renault;Fluence;6;Motorinã;Automatã;1500;120;115000;0;0;275000
Fiat;Siena;21;Benzinã;Manualã;1400;85;114000;1;11;126000
Volkswagen;Passat;6;Motorinã;Automatã;1600;105;228752;0;0;189750
Volkswagen;Polo;10;Benzinã;Manualã;1400;90;189000;0;0;76950
Volkswagen;Passat;8;Motorinã;Automatã;1600;115;350;0;0;265000
Renault;Symbol;5;Motorinã;Manualã;1500;95;80000;1;8;109000
Renault;Megane;0;Motorinã;Automatã;1500;95;7000;0;0;179000
Fiat;Linea;4;Motorinã;Manualã;1200;80;200050;0;3;70000
Fiat;Egea;0;Motorinã;Manualã;1200;84;113000;0;0;128000
Ford;Fiesta;16;Benzinã;Manualã;1400;138;28000;0;3;236000
Hyundai;i20;3;Benzinã;Manualã;1200;105;118000;4;0;234000
BMW;1;7;Benzinã;Automatã;1400;120;82500;0;0;325000
Volkswagen;Golf;6;Motorinã;Automatã;1600;95;19500;0;0;129500
Skoda;SuperB;3;Motorinã;Automatã;1600;120;183500;0;0;69500
Fiat;Egea;1;Benzinã;Manualã;1400;85;182500;0;0;98500
Renault;Laguna;15;Motorinã;Manualã;1900;70;171344;0;0;115000
Renault;Clio;8;Motorinã;Manualã;1500;97;162000;0;0;85000
Ford;Fiesta;9;Motorinã;Manualã;1400;110;129000;0;0;126900
Hyundai;Accent;9;Benzinã;Manualã;1400;115;101007;0;0;136900
Renault;Fluence;4;Motorinã;Automatã;1500;90;145000;0;9;115000
Ford;Focus;7;Motorinã;Manualã;1600;213;152000;0;7;304950
Kia;Rio;5;Motorinã;Manualã;1400;150;59000;0;1;515000
Mercedes;E;10;Motorinã;Automatã;2000;83;72000;0;0;87500
Audi;A5;3;Benzinã;Automatã;1400;90;151000;0;0;149750
Citroen;C-Elysee;5;Benzinã;Manualã;1200;90;270000;0;0;75000
Volkswagen;Golf;4;Motorinã;Manualã;1600;83;111111;0;1;32500
Renault;Symbol;4;Motorinã;Manualã;1500;90;20500;0;0;143500
Tofaþ;Doðan;23;Benzinã;Manualã;1600;85;282000;2;0;82500
Renault;Clio;0;Benzinã;Manualã;900;110;86200;0;0;184750
Renault;Fluence;10;Motorinã;Manualã;1500;90;184000;4;5;99950
Renault;Megane;3;Motorinã;Automatã;1500;69;400000;0;0;11750
Volkswagen;Polo;10;Motorinã;Manualã;1600;90;104000;0;0;107000
Audi;100;37;Motorinã;Manualã;2000;92;280000;0;1;42000
Hyundai;i20;7;Motorinã;Manualã;1400;90;180000;0;0;70000
Hyundai;Accent;22;Benzinã;Manualã;1500;120;144000;0;0;119950
Fiat;Linea;10;Motorinã;Manualã;1200;110;58072;0;0;171750
Fiat;Egea;3;Motorinã;Automatã;1600;88;94000;0;0;146950
Renault;Megane;4;Motorinã;Automatã;1500;136;62000;0;3;238950
Toyota;Corolla;4;Motorinã;Automatã;1200;120;94500;1;3;347500
Opel;Insignia;3;Motorinã;Automatã;1600;120;63500;0;6;395500
Volkswagen;Passat;4;Motorinã;Automatã;1600;97;85000;0;0;81000
Volkswagen;Passat;2;Motorinã;Automatã;1600;114;126000;0;0;129500
Hyundai;Getz;10;Benzinã;Automatã;1400;105;120000;0;0;132750
Citroen;C5;8;Motorinã;Manualã;1600;112;174000;0;3;99900
Ford;Fiesta;4;Benzinã;Automatã;1600;85;140000;0;0;58000
Peugeot;407;14;Motorinã;Manualã;1600;88;326000;0;0;37750
Renault;Symbol;13;Motorinã;Manualã;1500;72;200000;1;2;32000
Toyota;Corolla;29;Benzinã;Manualã;1600;115;365000;0;0;43250
Renault;R;27;Benzinã;Manualã;1400;97;152000;0;0;84900
Opel;Vectra;24;Benzinã;Manualã;2000;105;217000;1;4;130000
Hyundai;Accent;10;Benzinã;Manualã;1400;105;311000;1;2;125000
Volkswagen;Golf;8;Motorinã;Automatã;1600;113;28000;0;2;152900
Volkswagen;Golf;10;Motorinã;Automatã;1600;105;249000;0;7;99900
Ford;Fiesta;7;Benzinã;Automatã;1400;88;153000;0;0;74900
Renault;Megane;8;Motorinã;Manualã;1500;90;65000;0;0;185500
Peugeot;207;11;Benzinã;Manualã;1200;88;127000;6;2;142500
Toyota;Corolla;2;Motorinã;Automatã;1400;90;150000;0;2;155000
Fiat;500;6;Motorinã;Automatã;1200;93;95000;0;0;128900
Volkswagen;Golf;4;Motorinã;Manualã;1600;110;134000;1;5;198500
Citroen;C-Elysee;4;Motorinã;Manualã;1600;136;141100;0;0;158500
Renault;Megane;3;Motorinã;Automatã;1500;95;68000;0;5;148750
Opel;Astra;4;Motorinã;Automatã;1600;115;240000;0;4;67500
Fiat;Egea;1;Motorinã;Manualã;1200;105;142000;0;0;217750
Renault;Laguna;16;Benzinã;Manualã;1600;138;138500;0;0;178900
Volkswagen;Passat;6;Motorinã;Manualã;1600;90;135000;0;0;113750
Kia;Cerato;3;Motorinã;Automatã;1400;113;47000;0;0;249500
Hyundai;i20;4;Motorinã;Manualã;1400;156;85000;0;0;280000
Honda;Civic;2;Benzinã;Automatã;1400;113;185000;0;0;103000
Mercedes;CLA;6;Benzinã;Automatã;1600;105;237000;0;0;162000
Seat;Altea;11;Benzinã;Manualã;1200;101;9520;0;0;174650
Volkswagen;Jetta;7;Motorinã;Automatã;1600;113;220000;1;1;76700
Opel;Corsa;0;Motorinã;Manualã;1500;113;314000;0;0;75750
Kia;Cerato;14;Motorinã;Manualã;1400;231;251000;0;0;133000
Hyundai;Accent;8;Motorinã;Manualã;1400;88;227000;0;0;68750
BMW;5;19;Benzinã;Automatã;3000;75;163000;0;0;109750
Hyundai;Getz;12;Motorinã;Manualã;1500;90;50;0;0;135750
Renault;Clio;4;Motorinã;Manualã;1500;101;298000;0;6;45750
Renault;Clio;0;Benzinã;Manualã;900;93;191000;0;0;89750
Volkswagen;Polo;22;Benzinã;Manualã;1400;110;228000;0;0;58750
Citroen;C-Elysee;6;Motorinã;Manualã;1600;88;74750;0;0;98750
Hyundai;Accent;12;Motorinã;Manualã;1500;105;100000;0;0;177000
Honda;City;11;Benzinã;Automatã;1200;112;169000;0;7;113000
Volkswagen;Golf;7;Motorinã;Automatã;1600;156;92500;0;0;555900
Peugeot;308;11;Motorinã;Automatã;1600;110;94000;0;0;147000
Mercedes;E;3;Benzinã;Automatã;1600;113;154000;0;0;145750
Seat;Ibiza;4;Benzinã;Automatã;1000;113;75000;0;0;134750
Renault;Fluence;5;Motorinã;Automatã;1400;95;48000;0;1;119750
Opel;Astra;7;Benzinã;Automatã;1400;140;195000;0;0;114750
Fiat;Egea;2;Benzinã;Manualã;1400;115;111000;0;0;112750
Chevrolet;Cruze;7;Benzinã;Manualã;1400;97;215000;0;0;61000
Opel;Astra;8;Benzinã;Manualã;1600;100;223000;2;0;59500
Toyota;Corolla;18;Benzinã;Manualã;1400;88;252000;2;0;45750
Ford;Focus;21;Benzinã;Manualã;1600;86;272500;2;2;42500
Hyundai;Accent;22;Benzinã;Manualã;1400;90;104000;1;9;166500
Hyundai;Accent;19;Benzinã;Manualã;1300;100;285000;1;0;68500
Renault;Clio;2;Motorinã;Manualã;1500;113;204000;0;0;63500
Ford;Focus;17;Benzinã;Manualã;1600;136;323000;0;3;40750
Renault;Megane;19;Benzinã;Manualã;1400;74;323000;0;0;42750
Opel;Vectra;25;Benzinã;Manualã;2000;120;62000;0;0;164950
Fiat;Palio;20;Benzinã;Manualã;1400;138;43000;0;0;167000
Ford;Focus;4;Motorinã;Automatã;1500;69;196000;0;0;53500
Kia;Cerato;3;Motorinã;Automatã;1400;120;75000;0;0;182000
Peugeot;307;15;Motorinã;Manualã;1400;136;118000;2;7;158500
Ford;Focus;3;Motorinã;Automatã;1500;109;90500;0;2;322500
Opel;Astra;3;Motorinã;Automatã;1600;150;42000;0;2;495500
Mercedes;A;5;Motorinã;Automatã;1500;105;198000;0;0;149000
Volkswagen;Arteon;3;Benzinã;Automatã;1500;177;350000;0;0;171000
Skoda;SuperB;9;Motorinã;Manualã;1600;113;167000;0;0;249000
Mercedes;E;16;Benzinã;Automatã;2600;113;186000;0;0;123000
Audi;A3;7;Motorinã;Automatã;1400;75;186000;0;0;69000
Seat;Leon;10;Benzinã;Manualã;1200;75;186000;0;0;69000
Renault;Symbol;12;Benzinã;Manualã;1400;213;149000;0;0;444250
Renault;Symbol;12;Benzinã;Manualã;1400;163;166000;0;0;434180
Mercedes;E;6;Benzinã;Automatã;1800;163;110000;3;2;324950
Mercedes;E;7;Benzinã;Automatã;1400;105;61000;0;0;139900
BMW;3;5;Benzinã;Automatã;1400;88;102000;0;2;149000
Ford;Fiesta;3;Benzinã;Automatã;1600;75;105000;0;0;99900
Renault;Clio;4;Motorinã;Automatã;1400;113;99999;0;0;274950
Renault;Symbol;5;Benzinã;Manualã;1100;90;145000;0;1;154000
BMW;1;4;Motorinã;Automatã;1400;95;68000;0;0;127000
Renault;Clio;5;Motorinã;Automatã;1500;113;81000;0;0;222000
Fiat;Egea;5;Benzinã;Manualã;1400;163;107000;0;0;395000
Volkswagen;Jetta;3;Benzinã;Automatã;1400;136;77000;0;0;261000
BMW;5;5;Benzinã;Automatã;1400;333;268000;0;0;187745
Opel;Insignia;3;Motorinã;Automatã;1600;300;199000;0;0;1175000
BMW;7;17;Benzinã;Automatã;4400;218;296000;0;0;223300
Porsche;Panamera;9;Benzinã;Automatã;3600;188;126000;0;0;515520
Chrysler;300;10;Motorinã;Automatã;3000;95;170000;0;0;112000
BMW;5;5;Motorinã;Automatã;1800;90;140000;0;2;104000
Ford;Focus;8;Motorinã;Manualã;1600;115;39500;2;3;174750
Renault;Symbol;4;Motorinã;Manualã;1500;132;17100;0;2;171500
Renault;Megane;1;Benzinã;Manualã;1600;95;149500;0;0;155750
Toyota;Corolla;2;Benzinã;Manualã;1600;132;22850;0;0;152750
Ford;Focus;6;Motorinã;Manualã;1600;90;117000;0;0;164750
Toyota;Auris;6;Benzinã;Manualã;1600;71;213000;0;0;63999
Toyota;Corolla;3;Motorinã;Automatã;1400;288;315000;0;0;130000
Citroen;C3;16;Motorinã;Manualã;1400;177;270000;0;5;202500
Volvo;S60;15;Benzinã;Automatã;2500;170;36000;0;0;689999
BMW;5;12;Motorinã;Automatã;2000;115;215000;1;2;138500
BMW;5;3;Benzinã;Automatã;1600;95;233000;0;0;68500
Ford;Focus;7;Motorinã;Manualã;1600;116;115000;1;0;279000
Fiat;Linea;7;Motorinã;Manualã;1200;110;13000;2;4;272999
Audi;A3;3;Motorinã;Automatã;1600;90;153000;1;0;109999
Renault;Megane;1;Motorinã;Automatã;1500;63;123163;0;0;103000
Opel;Astra;9;Benzinã;Automatã;1400;113;20500;1;3;229500
Renault;Clio;4;Motorinã;Manualã;1400;102;72124;0;0;121000
Kia;Ceed;0;Motorinã;Manualã;1400;102;91100;0;0;125000
Peugeot;301;2;Motorinã;Manualã;1600;90;64800;0;0;155000
Peugeot;301;2;Motorinã;Manualã;1600;138;92300;0;0;185000
Renault;Clio;2;Motorinã;Automatã;1500;90;62900;0;0;127000
Kia;Cerato;3;Motorinã;Automatã;1400;120;91900;0;0;229500
Renault;Symbol;3;Motorinã;Manualã;1500;120;100000;0;0;134750
Ford;Focus;2;Motorinã;Automatã;1500;90;75000;0;0;165000
Fiat;Egea;3;Motorinã;Manualã;1600;110;38300;2;3;152500
Renault;Clio;2;Motorinã;Automatã;1500;88;17600;0;0;119000
Fiat;Egea;1;Benzinã;Automatã;1600;95;31900;0;0;155000
Renault;Symbol;0;Benzinã;Manualã;1200;95;190000;0;0;122500
Dacia;Sandero;1;Motorinã;Manualã;1500;95;190000;0;0;122500
Ford;Focus;5;Motorinã;Manualã;1600;88;55000;1;4;127500
Ford;Focus;5;Motorinã;Manualã;1600;138;65000;1;4;164500
Hyundai;i20;5;Benzinã;Automatã;1200;110;100000;0;0;132900
Toyota;Corolla;5;Benzinã;Manualã;1400;113;133000;0;0;146900
Renault;Fluence;5;Motorinã;Automatã;1500;102;86000;0;0;138900
Renault;Fluence;6;Motorinã;Automatã;1400;136;91000;0;0;169999
Volkswagen;Golf;9;Benzinã;Manualã;1600;120;76300;0;2;210000
Opel;Astra;3;Motorinã;Automatã;1600;90;38000;1;2;127750
Ford;Focus;2;Motorinã;Automatã;1500;136;105000;0;0;145000
Renault;Symbol;3;Motorinã;Manualã;1500;100;43000;0;0;154750
Hyundai;Accent;3;Motorinã;Automatã;1600;110;81500;0;0;262999
Hyundai;i20;5;Benzinã;Automatã;1400;85;105000;0;0;144999
Volkswagen;Golf;3;Motorinã;Automatã;1600;98;280000;0;0;57900
Volkswagen;Polo;7;Benzinã;Automatã;1400;88;175000;0;0;95900
Renault;Clio;15;Benzinã;Manualã;1400;163;122000;0;0;375000
Opel;Astra;13;Motorinã;Automatã;1200;113;52000;2;7;244900
Mercedes;C;6;Benzinã;Automatã;1400;120;135000;0;0;214900
Audi;A3;3;Motorinã;Automatã;1400;75;248000;0;0;94000
Volkswagen;Passat;4;Motorinã;Automatã;1600;90;130000;0;0;56500
Renault;Clio;3;Benzinã;Manualã;1100;113;117000;0;3;90000
Dacia;Logan;9;Benzinã;Manualã;1600;213;143000;0;4;485000
Opel;Astra;8;Benzinã;Manualã;1400;122;160000;0;0;127500
BMW;5;8;Motorinã;Automatã;1800;140;220000;0;0;150000
Volkswagen;Jetta;8;Benzinã;Automatã;1400;122;154000;0;0;87499
Volkswagen;Passat;8;Motorinã;Automatã;2000;163;105000;0;0;517000
Peugeot;308;11;Benzinã;Manualã;1600;88;190000;0;0;115000
BMW;3;4;Benzinã;Automatã;1400;105;135000;0;0;180000
Toyota;Corolla;4;Benzinã;Manualã;1200;100;230000;0;0;85000
Volkswagen;Jetta;4;Benzinã;Automatã;1200;116;235000;0;0;210000
Ford;Focus;11;Benzinã;Manualã;1600;367;310000;0;0;250000
BMW;1;6;Motorinã;Manualã;2000;105;165000;0;0;219000
BMW;7;13;Benzinã;Automatã;4800;138;150000;0;0;143000
Volkswagen;Passat;6;Motorinã;Automatã;1600;120;170000;0;0;150000
Opel;Astra;8;Benzinã;Automatã;1200;90;69500;0;0;146750
Ford;Focus;4;Motorinã;Automatã;1500;136;0;0;0;329950
Dacia;Sandero;2;Motorinã;Manualã;1500;140;800;0;0;225000
MINI;Cooper;0;Benzinã;Automatã;1500;105;247000;0;0;73000
Renault;Megane;0;Benzinã;Manualã;1300;138;0;0;0;219750
Opel;Astra;16;Benzinã;Manualã;1600;115;113500;1;0;129500
Opel;Astra;0;Benzinã;Automatã;1200;113;13800;0;0;379990
Opel;Astra;8;Benzinã;Automatã;1600;113;174000;1;0;141900
Volkswagen;Passat;1;Motorinã;Automatã;1400;132;225000;0;0;122750
Audi;A3;9;Motorinã;Automatã;1400;160;135000;0;0;172000
Hyundai;Elantra;7;Benzinã;Manualã;1600;88;0;1;4;171500
Volkswagen;Scirocco;8;Benzinã;Manualã;1400;83;196000;0;0;78900
Seat;Ibiza;0;Benzinã;Manualã;1200;88;105000;0;0;167000
Honda;City;13;Benzinã;Manualã;1300;112;30000;0;0;192000
Hyundai;i20;5;Benzinã;Automatã;1200;88;0;0;0;171500
Citroen;C3;1;Benzinã;Automatã;1200;110;115000;0;0;160000
Seat;Ibiza;0;Benzinã;Manualã;1200;109;43000;0;0;339950
Skoda;Fabia;5;Benzinã;Automatã;1200;83;230000;0;0;57000
Mercedes;CLA;3;Motorinã;Automatã;1500;110;120000;0;0;225750
Honda;City;14;Benzinã;Manualã;1300;120;78694;3;0;135000
Audi;A3;6;Motorinã;Automatã;1600;90;81772;0;0;109500
Renault;Clio;7;Benzinã;Automatã;1200;84;44020;0;2;124900
Skoda;Fabia;8;Motorinã;Manualã;1600;95;191000;0;2;116500
Kia;Rio;3;Benzinã;Manualã;1200;95;104831;0;0;128500
Fiat;Egea;3;Motorinã;Manualã;1200;115;54733;0;0;156500
Fiat;Egea;3;Motorinã;Manualã;1200;90;35000;0;1;186500
Opel;Astra;2;Benzinã;Manualã;1600;90;54880;0;0;181000
Toyota;Corolla;3;Motorinã;Automatã;1400;112;110000;0;7;161500
Toyota;Corolla;3;Motorinã;Automatã;1400;95;60311;0;3;136500
Toyota;Verso;4;Motorinã;Manualã;1600;160;126416;4;0;179750
Fiat;Egea;4;Motorinã;Manualã;1200;63;70000;1;2;99000
Volkswagen;Passat;8;Benzinã;Automatã;1400;65;41970;0;1;136750
Chevrolet;Aveo;7;Motorinã;Manualã;1200;95;57900;0;0;147900
Hyundai;i10;2;Benzinã;Automatã;1000;138;119000;0;0;169500
Fiat;Egea;2;Motorinã;Manualã;1200;95;86253;1;0;117000
Kia;Cerato;4;Motorinã;Automatã;1400;63;48324;0;0;137500
Mitsubishi;Colt;8;Benzinã;Automatã;1300;90;96875;1;5;149500
Citroen;C3;7;Motorinã;Automatã;1200;105;106730;0;0;159500
Volkswagen;Polo;7;Motorinã;Automatã;1600;110;87000;0;0;191500
Volkswagen;Golf;6;Benzinã;Manualã;1200;95;62089;0;5;99900
Renault;Megane;3;Motorinã;Automatã;1500;110;89000;0;1;175000
Fiat;Linea;5;Motorinã;Manualã;1200;75;73700;0;0;123000
Volkswagen;Golf;4;Benzinã;Manualã;1200;63;78000;0;0;105000
Renault;Clio;7;Benzinã;Manualã;1100;122;120250;0;0;179000
Citroen;C3;8;Motorinã;Manualã;1200;75;30500;0;0;148200
Volkswagen;Passat;8;Benzinã;Automatã;1400;150;9000;1;3;349900
Renault;Clio;1;Motorinã;Manualã;1500;120;78850;0;0;294000
Audi;A3;0;Benzinã;Automatã;1500;105;95896;0;0;176750
Volkswagen;Passat;3;Motorinã;Automatã;1600;109;37000;0;3;119900
Volkswagen;Golf;6;Benzinã;Automatã;1200;113;53000;0;4;275900
Mitsubishi;Lancer;11;Benzinã;Manualã;1500;138;0;1;2;227900
Toyota;Corolla;1;Benzinã;Automatã;1600;95;6;0;0;166000
Renault;Clio;0;Benzinã;Automatã;1200;75;177426;0;0;79000
Fiat;Egea;0;Motorinã;Manualã;1200;100;113104;0;0;119750
Chevrolet;Aveo;8;Motorinã;Manualã;1200;135;50053;0;2;164750
Hyundai;i20;7;Benzinã;Automatã;1400;90;86700;2;0;143750
Hyundai;i30;5;Benzinã;Automatã;1600;150;68005;0;3;280000
Dacia;Sandero;3;Motorinã;Automatã;1500;120;88000;0;0;159900
Volkswagen;VW;4;Benzinã;Automatã;1400;110;22366;0;0;192500
Ford;Focus;5;Motorinã;Automatã;1500;113;350;0;0;413900
Volkswagen;Golf;1;Benzinã;Manualã;1000;113;65173;0;0;181900
Skoda;SuperB;0;Motorinã;Automatã;1400;170;200;0;0;655900
Suzuki;S-Cross;7;Benzinã;Automatã;1400;163;158186;0;0;219900
BMW;3;0;Benzinã;Automatã;1600;100;57767;0;0;141500
Volkswagen;VW;6;Benzinã;Automatã;1200;75;102197;0;0;122500
Opel;Corsa;4;Benzinã;Automatã;1400;75;91331;0;0;126500
Renault;Clio;3;Motorinã;Manualã;1500;120;127864;0;2;172500
Renault;Clio;3;Motorinã;Manualã;1500;93;76575;0;0;116500
Ford;Focus;3;Motorinã;Automatã;1500;136;112509;0;1;183500
Citroen;C-Elysee;3;Motorinã;Manualã;1600;93;93871;0;0;117500
Opel;Astra;3;Motorinã;Automatã;1600;120;55000;0;0;225500
Peugeot;301;3;Motorinã;Manualã;1600;120;87725;1;0;265000
Honda;Civic;2;Motorinã;Automatã;1600;75;60199;0;0;88500
Volkswagen;Passat;4;Motorinã;Automatã;1600;122;84915;0;4;164900
Renault;Clio;9;Benzinã;Manualã;1100;110;39411;0;3;214900
Volkswagen;Passat;10;Benzinã;Manualã;1400;120;61151;0;1;370000
Volkswagen;Golf;4;Benzinã;Automatã;1200;75;181500;0;0;88750
Volkswagen;Passat;2;Motorinã;Automatã;1600;76;51163;0;0;154500
Opel;Corsa;10;Motorinã;Manualã;1200;75;96499;0;3;129000
Citroen;C3;3;Motorinã;Manualã;1600;116;79792;0;0;269900
Renault;Clio;2;Motorinã;Manualã;1500;136;51074;1;0;161000
Audi;A3;3;Motorinã;Automatã;1600;88;29;0;0;148950
Opel;Astra;3;Motorinã;Automatã;1600;110;38758;0;2;166900
Fiat;Egea;0;Benzinã;Manualã;1200;90;201000;0;0;99500
Skoda;Fabia;2;Benzinã;Automatã;1000;136;89679;0;0;172500
Renault;Symbol;5;Motorinã;Manualã;1500;163;48823;0;0;478000
Opel;Astra;4;Motorinã;Automatã;1600;113;96000;2;2;109750
BMW;5;4;Benzinã;Automatã;1400;73;36000;0;0;99750
Ford;Focus;12;Motorinã;Manualã;1400;90;98000;1;2;159500
Citroen;C-Elysee;6;Benzinã;Manualã;1200;113;30000;0;2;279900
Toyota;Corolla;7;Motorinã;Automatã;1400;88;4900;0;0;174900
Toyota;Corolla;1;Benzinã;Automatã;1600;111;7600;0;0;180000
Fiat;Egea;0;Motorinã;Manualã;1200;113;115000;0;0;163750
Toyota;Yaris;1;Benzinã;Automatã;1500;88;32000;0;0;190000
Renault;Grand;8;Motorinã;Automatã;1400;136;94000;1;0;179000
Dacia;Lodgy;1;Motorinã;Manualã;1400;120;54345;0;0;418000
Opel;Astra;3;Motorinã;Automatã;1600;115;42911;0;0;299500
Volkswagen;Passat;2;Motorinã;Automatã;1600;120;78222;0;0;199900
Volkswagen;Golf;1;Motorinã;Automatã;1600;95;44658;0;0;169000
Ford;Focus;4;Motorinã;Automatã;1500;90;108672;0;0;128000
Fiat;Egea;1;Motorinã;Manualã;1200;110;78945;0;0;229900
Renault;Fluence;6;Motorinã;Manualã;1500;156;27167;1;3;695900
Seat;Leon;3;Motorinã;Automatã;1600;113;2660;0;0;269000
Mercedes;E;2;Benzinã;Automatã;1600;63;130000;0;0;121500
Honda;Civic;0;Benzinã;Automatã;1400;90;182000;0;0;115000
Renault;Clio;4;Motorinã;Manualã;1400;115;39000;1;1;149000
Renault;Clio;6;Motorinã;Automatã;1500;75;73600;0;1;146750
Opel;Astra;4;Benzinã;Manualã;1600;188;13000;0;1;699900
Renault;Clio;2;Motorinã;Manualã;1500;93;110000;0;0;121500
Volvo;V40;0;Motorinã;Automatã;1800;113;17805;0;0;301500
Citroen;C-Elysee;3;Motorinã;Manualã;1600;115;39600;0;0;152500
Ford;Focus;0;Motorinã;Automatã;1400;115;78543;1;0;187500
Opel;Astra;3;Benzinã;Manualã;1600;90;68253;0;4;145500
Ford;Focus;5;Motorinã;Manualã;1600;128;99172;0;0;164500
Hyundai;i20;5;Motorinã;Manualã;1400;102;11510;0;0;186000
Hyundai;i30;5;Motorinã;Manualã;1600;138;37064;1;2;326500
Opel;Corsa;0;Motorinã;Manualã;1500;95;126000;0;0;158500
Volkswagen;Passat;1;Benzinã;Automatã;1400;190;185656;0;0;345000
Ford;Focus;3;Motorinã;Manualã;1600;88;211075;0;2;76900
BMW;5;6;Motorinã;Automatã;2000;105;52240;1;3;176500
Renault;Megane;11;Motorinã;Manualã;1400;84;71000;2;2;119000
Skoda;Octavia;6;Benzinã;Automatã;1200;138;42100;2;1;205000
Hyundai;i20;3;Benzinã;Manualã;1200;95;96000;0;3;109900
Toyota;Corolla;1;Benzinã;Automatã;1400;136;135351;0;1;212500
Fiat;Linea;3;Motorinã;Manualã;1200;113;78650;0;0;247000
Opel;Insignia;4;Motorinã;Automatã;1600;109;18083;0;0;478000
Mercedes;B;8;Benzinã;Automatã;1400;113;9000;0;1;405900
Mercedes;CLA;2;Motorinã;Automatã;1500;125;66501;0;0;216900
